File;UUID;English;Russian
Ln\ayylmao.lsx;AMER_BackstabBonus6;"<font color=""c80000"">Backstab! Damage times 3.2!</font>";
Ln\ayylmao.lsx;AMER_BackstabBonus7;"<font color=""c80000"">Backstab! Damage times 3.5!</font>";
Ln\ayylmao.lsx;AMER_BackstabBonus2;"<font color=""c80000"">Backstab! Damage times 2!</font>";
Ln\ayylmao.lsx;Projectile_StunningArrow_DisplayName;Shocking Arrow;
Ln\ayylmao.lsx;Projectile_FreezingArrow_Description;Can chill a target and does [1] damage.;
Ln\ayylmao.lsx;Projectile_FreezingArrow_StatsDescription;Chilled increases the chance to be Frozen by 30%.<br>Can target terrain to create ice surface or freeze water.<br>Damage dealt depends on your weapon's damage rating.;
Ln\ayylmao.lsx;AMER_RES_Fire1;maximum Fire Resistance;макс. сопротивление огню
Ln\ayylmao.lsx;AMER_RES_Fire2;maximum Fire Resistance;макс. сопротивление огню
Ln\ayylmao.lsx;AMER_RES_Fire4;maximum Fire Resistance;макс. сопротивление огню
Ln\ayylmao.lsx;AMER_RES_Fire8;maximum Fire Resistance;макс. сопротивление огню
Ln\ayylmao.lsx;AMER_RES_Fire16;maximum Fire Resistance;макс. сопротивление огню
Ln\ayylmao.lsx;AMER_RES_Fire32;maximum Fire Resistance;макс. сопротивление огню
Ln\ayylmao.lsx;AMER_RES_Fire64;maximum Fire Resistance;макс. сопротивление огню
Ln\ayylmao.lsx;AMER_RES_Fire128;maximum Fire Resistance;макс. сопротивление огню
Ln\ayylmao.lsx;AMER_RES_Fire256;maximum Fire Resistance;макс. сопротивление огню
Ln\ayylmao.lsx;AMER_RES_Water1;maximum Water Resistance;макс. сопротивление воде
Ln\ayylmao.lsx;AMER_RES_Water2;maximum Water Resistance;макс. сопротивление воде
Ln\ayylmao.lsx;AMER_RES_Water4;maximum Water Resistance;макс. сопротивление воде
Ln\ayylmao.lsx;AMER_RES_Water8;maximum Water Resistance;макс. сопротивление воде
Ln\ayylmao.lsx;AMER_RES_Water16;maximum Water Resistance;макс. сопротивление воде
Ln\ayylmao.lsx;AMER_RES_Water32;maximum Water Resistance;макс. сопротивление воде
Ln\ayylmao.lsx;AMER_RES_Water64;maximum Water Resistance;макс. сопротивление воде
Ln\ayylmao.lsx;AMER_RES_Water128;maximum Water Resistance;макс. сопротивление воде
Ln\ayylmao.lsx;AMER_RES_Water256;maximum Water Resistance;макс. сопротивление воде
Ln\ayylmao.lsx;AMER_RES_Air1;maximum Air Resistance;макс. сопротивление воздуху
Ln\ayylmao.lsx;AMER_RES_Air2;maximum Air Resistance;макс. сопротивление воздуху
Ln\ayylmao.lsx;AMER_RES_Air4;maximum Air Resistance;макс. сопротивление воздуху
Ln\ayylmao.lsx;AMER_RES_Air8;maximum Air Resistance;макс. сопротивление воздуху
Ln\ayylmao.lsx;AMER_RES_Air16;maximum Air Resistance;макс. сопротивление воздуху
Ln\ayylmao.lsx;AMER_RES_Air32;maximum Air Resistance;макс. сопротивление воздуху
Ln\ayylmao.lsx;AMER_RES_Air64;maximum Air Resistance;макс. сопротивление воздуху
Ln\ayylmao.lsx;AMER_RES_Air128;maximum Air Resistance;макс. сопротивление воздуху
Ln\ayylmao.lsx;AMER_RES_Air256;maximum Air Resistance;макс. сопротивление воздуху
Ln\ayylmao.lsx;AMER_RES_Earth1;maximum Earth Resistance;макс. сопротивление земле
Ln\ayylmao.lsx;AMER_RES_Earth2;maximum Earth Resistance;макс. сопротивление земле
Ln\ayylmao.lsx;AMER_RES_Earth4;maximum Earth Resistance;макс. сопротивление земле
Ln\ayylmao.lsx;AMER_RES_Earth8;maximum Earth Resistance;макс. сопротивление земле
Ln\ayylmao.lsx;AMER_RES_Earth16;maximum Earth Resistance;макс. сопротивление земле
Ln\ayylmao.lsx;AMER_RES_Earth32;maximum Earth Resistance;макс. сопротивление земле
Ln\ayylmao.lsx;AMER_RES_Earth64;maximum Earth Resistance;макс. сопротивление земле
Ln\ayylmao.lsx;AMER_RES_Earth128;maximum Earth Resistance;макс. сопротивление земле
Ln\ayylmao.lsx;AMER_RES_Earth256;maximum Earth Resistance;макс. сопротивление земле
Ln\ayylmao.lsx;AMER_RES_Poison1;maximum Poison Resistance;макс. сопротивление яду
Ln\ayylmao.lsx;AMER_RES_Poison2;maximum Poison Resistance;макс. сопротивление яду
Ln\ayylmao.lsx;AMER_RES_Poison4;maximum Poison Resistance;макс. сопротивление яду
Ln\ayylmao.lsx;AMER_RES_Poison8;maximum Poison Resistance;макс. сопротивление яду
Ln\ayylmao.lsx;AMER_RES_Poison16;maximum Poison Resistance;макс. сопротивление яду
Ln\ayylmao.lsx;AMER_RES_Poison32;maximum Poison Resistance;макс. сопротивление яду
Ln\ayylmao.lsx;AMER_RES_Poison64;maximum Poison Resistance;макс. сопротивление яду
Ln\ayylmao.lsx;AMER_RES_Poison128;maximum Poison Resistance;макс. сопротивление яду
Ln\ayylmao.lsx;AMER_RES_Poison256;maximum Poison Resistance;макс. сопротивление яду
Ln\ayylmao.lsx;AMER_RES_Shadow1;maximum Tenebrium Resistance;макс. сопротивление тенебрию
Ln\ayylmao.lsx;AMER_RES_Shadow2;maximum Tenebrium Resistance;макс. сопротивление тенебрию
Ln\ayylmao.lsx;AMER_RES_Shadow4;maximum Tenebrium Resistance;макс. сопротивление тенебрию
Ln\ayylmao.lsx;AMER_RES_Shadow8;maximum Tenebrium Resistance;макс. сопротивление тенебрию
Ln\ayylmao.lsx;AMER_RES_Shadow16;maximum Tenebrium Resistance;макс. сопротивление тенебрию
Ln\ayylmao.lsx;AMER_RES_Shadow32;maximum Tenebrium Resistance;макс. сопротивление тенебрию
Ln\ayylmao.lsx;AMER_RES_Shadow64;maximum Tenebrium Resistance;макс. сопротивление тенебрию
Ln\ayylmao.lsx;AMER_RES_Shadow128;maximum Tenebrium Resistance;макс. сопротивление тенебрию
Ln\ayylmao.lsx;AMER_RES_Shadow256;maximum Tenebrium Resistance;макс. сопротивление тенебрию
Ln\ayylmao.lsx;Target_InvisibilityTarget_DisplayName;Greater Invisibility;Латы незримости
Ln\ayylmao.lsx;Shout_InvisibilitySelfRogue_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    10 Dexterity<br>    •    3 Scoundrel<br>    •    Cooldown -4 at 15 Dexterity</font><br><br>When you are invisible, enemies cannot see you or target you directly.<br>Attacks made while invisible cannot miss.<br>Invisibility breaks when casting, attacking, taking damage, or when detected.</p>";
Ln\ayylmao.lsx;Target_InvisibilityTarget_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    13 Intelligence<br>    •    5 Aerotheurge<br>    •    Cooldown -2 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]</font><br><br>Greater Invisibility has an effect just as its predecessor, but if you are visible as your turn begins--or at any time during your turn--and Greater Invisibility's duration is not yet finished, the invisibility is instantly reapplied.<br><br>When you are invisible, enemies cannot see you or target you directly.<br>Attacks made while invisible cannot miss.<br>Invisibility breaks when casting, attacking, taking damage, or when detected.</p>";
Ln\ayylmao.lsx;Target_InvisibilityTarget_Description;Imbue a target with Greater Invisibility.;Облачает цель в латы незримости.
Ln\ayylmao.lsx;AMER_GreaterInvisibility;Greater Invisibility;Латы незримости
Ln\ayylmao.lsx;SKILLBOOK_InvisibilityTarget;Greater Invisibility Skillbook;Книга навыка «Латы незримости»
Ln\ayylmao.lsx;SKILLBOOK_BarbedCoat;Spiked Shell Skillbook;
Ln\ayylmao.lsx;SKILLBOOK_TargetedPerceptionBoost;Elemental Visions Skillbook;Книга навыка «Пламенное зрение»
Ln\ayylmao.lsx;Target_TargetedPerception_DisplayName;Elemental Visions;Пламенное зрение
Ln\ayylmao.lsx;Target_TargetedPerception_Description;Searing light clarifies a target's vision, granting a temporary perception bonus and curing Blind.;
Ln\ayylmao.lsx;Summon_Ooze_DisplayName;Summon Toxic Horror;
Ln\ayylmao.lsx;Summon_Ooze_Description;Conjure forth a bubbling, poisonous ooze at target point to do your bidding.;
Ln\ayylmao.lsx;SKILLBOOK_Ooze;Summon Toxic Horror Skillbook;
Ln\ayylmao.lsx;Target_BanishSummon_DisplayName;Banishment;Изгнание
Ln\ayylmao.lsx;Target_BanishSummon_Description;In banishing a summoned creature, it is torn apart from within, suffering immense damage.;
Ln\ayylmao.lsx;SKILLBOOST_BarbedCoat;Spiked Shell;
Ln\ayylmao.lsx;SKILLBOOST_Blink;Fade;
Ln\ayylmao.lsx;Shout_Blink_DisplayName;Fade;
Ln\ayylmao.lsx;Shout_Blink_Description;Your physicality blends and fades into the shadows, reducing all physical damage dealt to you.;
Ln\ayylmao.lsx;AMER_RezSickness;"<font color=""c80000"">Touch of the Grave</font>";"<font color=""c80000"">Дыхание смерти</font>"
Ln\ayylmao.lsx;SKILLBOOK_Blink;Fade Skillbook;
Ln\ayylmao.lsx;Wall_Ice_Description;Raise icy crystals to block an area, enemies caught inside the crystals may be frozen and take [1] damage.;
Ln\ayylmao.lsx;Quake_Earthquake_Description;Rock the earth with powerful tremors, knocking down characters and spewing oil out onto the battlefield at random locations. deals [1] damage.;
Ln\ayylmao.lsx;Cone_EarthSpray_Description;Conjure a subterranian beast to spew oil and rock onto the battlefield, dealing [1] damage to all targets in the affected cone. Creates an oil surface. Has a chance to petrify.;
Ln\ayylmao.lsx;Cone_WinterbreathMedium_Description;"Call forth a spirit of frost to freeze and deal [1] damage to all targets in a [2] degree, [3] long cone; twice.";
Ln\ayylmao.lsx;Cone_DivineLight_Description;A bright, radiant light emanates from your hands and clings to those affected, making them more susceptible to affliction.;
Ln\ayylmao.lsx;Cone_DivineLight_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    8 Strength<br>    •    Cooldown -4 at 15 Strength</font><br><br><font face=""Copperplate Gothic Bold"">Cone angle: [3]°<br>Length: [2]<br>Decreases Grit and Willpower by [1].</font><br><br>Warm targets are more susceptible to fire damage but are resistant to water. Warm targets that are warmed again become burned. Warm increases the chance to be Burned by 30%.</p>";
Ln\ayylmao.lsx;AMER_STATUS_ShockedSave;"saved against <font color=""7b70d2"">Shock</font>.";
Ln\ayylmao.lsx;AMER_STATUS_ShockedFail;"is <font color=""7b70d2"">Shocked</font>.";
Ln\ayylmao.lsx;AMER_STATUS_ResistChance;chance to resist:;
Ln\ayylmao.lsx;AMER_STATUS_Shocked;"<font color=""7b70d2"">Shocked</font>";
Ln\ayylmao.lsx;AMER_STATUS_ApplyShocked;"<font color=""7b70d2"">Shocked</font>";
Ln\ayylmao.lsx;Projectile_BlitzBoltStart_DisplayName;Lightning Bolt;Молния
Ln\ayylmao.lsx;Target_ShockingTouch_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    8 Intelligence<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]</font><br><br>Shocked targets have a lower chance to hit and are more susceptible to air damage, but are resistant to earth. Shocked and stunned targets have a 15% increased chance to be shocked, and if are shocked again become stunned.<br>Can target some surfaces and clouds to electrify them.</p>";
Ln\ayylmao.lsx;MultiStrike_LightningStrike_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    10 Intelligence<br>    •    3 Aerotheurge<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [3]</font><br><br>Shocked targets have a lower chance to hit and are more susceptible to air damage, but are resistant to earth. Shocked and stunned targets have a 15% increased chance to be shocked, and if are shocked again become stunned.<br>Caster will be moved behind last target.</p>";
Ln\ayylmao.lsx;Projectile_ChainLightning_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    13 Intelligence<br>    •    5 Aerotheurge<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [4]</font><br><br>Shocked targets have a lower chance to hit and are more susceptible to air damage, but are resistant to earth. Shocked and stunned targets have a 15% increased chance to be shocked, and if are shocked again become stunned.<br>Can target some surfaces and clouds to electrify them.</p>";
Ln\ayylmao.lsx;Projectile_BlitzBoltStart_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    10 Intelligence<br>    •    3 Aerotheurge<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [2]</font><br><br>Shocked targets have a lower chance to hit and are more susceptible to air damage, but are resistant to earth. Shocked and stunned targets have a 15% increased chance to be shocked, and if are shocked again become stunned.<br>Can target some surfaces and clouds to electrify them.</p>";
Ln\ayylmao.lsx;SCROLL_BlitzBoltStart;Lightning Bolt Scroll;Свиток «Молния»
Ln\ayylmao.lsx;SKILLBOOK_BlitzBoltStart;Lightning Bolt Skillbook;Книга навыка «Молния»
Ln\ayylmao.lsx;SKILLBOOST_TargetedPerception;Elemental Visions;Пламенное зрение
Ln\ayylmao.lsx;Target_TargetedBless_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    8 Intelligence<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [2]</font><br><br>Blessed boosts Chance to hit by +[1]%.</p>";
Ln\ayylmao.lsx;ProjectileStrike_BoulderBash_Description;A boulder comes crashing from the sky, dealing [1] damage to anything within a [2] range from impact.;
Ln\ayylmao.lsx;AMER_STATUS_ShockedStill;"is still <font color=""7b70d2"">Shocked</font>.";
Ln\ayylmao.lsx;Target_FreezingTouch_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    8 Intelligence<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]</font><br><br>Chilled targets move more slowly and are more susceptible to water damage, but are resistant to fire. Chilled targets that are chilled again become frozen. Chilled increases the chance to be Frozen by 30%.</p>";
Ln\ayylmao.lsx;Target_ChillyWind_Description;Exhale a ghostly wind to chill a target to its core.;
Ln\ayylmao.lsx;Target_ChillyWind_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    9 Intelligence<br>    •    2 Aerotheurge<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]</font><br><br>Chilled targets move more slowly and are more susceptible to water damage, but are resistant to fire. Chilled targets that are chilled again become frozen. Chilled increases the chance to be Frozen by 30%.</p>""";
Ln\ayylmao.lsx;ProjectileStrike_HailAttack_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    13 Intelligence<br>    •    5 Hydrosophist<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [4]<br>Radius: [2]<br>May only be cast in combat</font><br><br>An individual target can only be damaged by up to 8 shards.<br><br>Chilled targets move more slowly and are more susceptible to water damage, but are resistant to fire. Chilled targets that are chilled again become frozen. Chilled increases the chance to be Frozen by 30%.<br>Can target terrain to create ice surface or freeze water.</p>";
Ln\ayylmao.lsx;ProjectileStrike_HailAttack_Description;"Call an icy doom down upon your enemies; [3] ice shards fall from the sky and crash at random points in the targeted area, each doing [1] damage and chilling enemies within [4] range from the impact point.";
Ln\ayylmao.lsx;ProjectileStrike_HailAttack_DisplayName;Hailstorm;
Ln\ayylmao.lsx;Rain_Water_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    8 Intelligence<br>    •    Cooldown -2 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Radius: [1]</font><br><br>Creates water puddles on terrain, douses fires, and makes characters wet. Wet targets are more susceptible to water and air damage, but are resistant to fire. Wet increases the chance to be Shocked or Stunned by 10%, and the chance to be Frozen by 20%.</p>";
Ln\ayylmao.lsx;Rain_Water_Description;Conjure and coalesce clouds above the area, ushering forth a brief torrential rain.;
Ln\ayylmao.lsx;Projectile_WaterArrow_StatsDescription;Wet targets are more susceptible to water and air damage, but are resistant to fire. Wet increases the chance to be Shocked or Stunned by 10%, and the chance to be Frozen by 20%.<br>Can target terrain to create water surface or douse fires.<br>Damage dealt depends on your weapon's damage rating.;
